section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected in reference image,fixation x [px],fixation y [px]
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,171,1636633964862871351,1636633966114831351,1251,true,2459,976
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,172,1636633966146936351,1636633966898849351,751,true,2668,1118
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,173,1636633966974843351,1636633967194831351,219,true,1380,993
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,174,1636633967222874351,1636633967334843351,111,true,1094,974
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,175,1636633967510833351,1636633967898841351,388,true,1527,1048
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,176,1636633967938852351,1636633968722838351,783,true,1592,654
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,177,1636633968750868351,1636633969030822351,279,true,1123,128
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,178,1636633969078812351,1636633969338875351,260,true,786,694
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,179,1636633969358853351,1636633969458821351,99,true,608,803
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,180,1636633969606828351,1636633970406826351,799,true,886,1686
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,181,1636633970438892351,1636633970910949351,472,true,1264,1531
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,182,1636633970942848351,1636633971450837351,507,true,956,1584
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,183,1636633971498834351,1636633971818841351,320,true,842,2054
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,184,1636633971866835351,1636633972606871351,740,true,1386,2317
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,185,1636633972682826351,1636633972846966351,164,true,2437,2250
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,186,1636633972886846351,1636633973126839351,239,true,2741,2068
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,187,1636633973170824351,1636633973310814351,139,true,3297,2338
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,188,1636633973338844351,1636633973626896351,288,true,3194,2394
f8593f3e-f79b-449f-9f12-c5b42f48a8c8,737e9eee-89e5-4d1b-9b06-57d84e51eaca,189,1636633973678838351,1636633973834823351,155,true,3431,1799
