section id,recording id,timestamp [ns],gaze detected in reference image,gaze position in reference image x [px],gaze position in reference image y [px],fixation id
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502200759914,true,1693.050127495471,1513.9947873901147,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502204569914,true,1689.2338084070723,1558.0749169357086,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502212529914,true,1773.25521457981,1503.1610845434489,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502216514914,true,1790.49910900882,1508.6278992434816,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502220528914,true,1804.9902338246968,1517.0883264507854,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502224531914,true,1800.2553266665723,1526.9234834288532,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502232499914,true,1647.2146891320747,1789.106175520857,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502236530914,true,1638.5862077783527,1807.77236989243,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502240576914,true,1627.3421477157033,1818.9243938091095,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502244523914,true,1620.353529400319,1855.101954031505,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502252582914,true,1606.0545122453036,1911.7072861875322,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502256508914,true,1600.121958774994,1879.308898022013,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502260518914,true,1591.301698356081,1869.4951638530376,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502264527914,true,1583.8520953897842,1849.2895275168185,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502272490914,true,1571.6748346420884,1807.3414313060584,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502276589914,true,1566.8322487954051,1766.0020539956229,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502281007914,true,1563.2213570525166,1847.2861722001892,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502284510914,true,1559.902119744376,1873.419072249211,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502292570914,true,1552.8625153734424,1885.7348904105386,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502296548914,true,1552.4880583037498,1869.9153693659453,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502301301914,true,1548.9217616951896,1864.3049639983233,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502304580914,true,1546.6410854177143,1836.9890270683654,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502312524914,true,1546.6617233712047,1817.0601851369158,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502316513914,true,1549.2082884732536,1870.5648387446815,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502320541914,true,1560.5451463835368,1900.6384629416889,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502324500914,true,1804.244285837317,1557.1941309390745,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502332479914,true,1945.0871684159074,1402.2893764284283,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502336529914,true,1988.747328480028,1340.3812357009704,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502340609914,true,2104.468420391072,1258.6216323168937,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502344552914,true,2267.7392911461257,1174.506021014572,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502352553914,true,2512.4030891813804,1158.278142173052,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502356504914,true,2585.0179967403938,1156.8715971291506,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502360905914,true,2653.7719699908625,1164.5442348229808,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502364499914,true,2679.054020872038,1174.1678163244753,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502372520914,true,2717.6274381119288,1148.197237264208,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502376549914,true,2738.651342348133,1153.528207984397,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502380761914,true,2758.136655517732,1143.804188623121,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502384515914,true,2772.1759348800238,1126.0959696480018,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502392932914,true,2787.7736631806583,1117.4015001193563,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502396508914,true,2788.2635724838947,1101.8050285625936,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502401156914,true,2758.0829607953306,1099.9181255199537,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502404528914,true,2723.9453892491983,1095.2052179217783,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502412521914,true,2709.4779465589377,1105.6879195039826,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502416514914,true,2690.0327111965444,1111.9678635408463,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502420528914,true,2692.399229689301,1124.860855050896,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502424671914,true,2694.3183297438995,1126.6488518862943,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502432504914,true,2709.389099445671,1151.4928052340567,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502436539914,true,2702.5578768593637,1163.5753897731481,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502440507914,true,2712.472242935333,1168.1747380845948,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502444517914,true,2749.023881324759,1168.9905398465778,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502452506914,true,2745.4415563922594,1167.9991490169352,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502456479914,true,2737.463367215967,1169.937857603531,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502460537914,true,2729.445923564418,1166.5361534141998,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502464675914,true,2734.2376031016743,1162.9045094610574,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502472536914,true,2736.359747142599,1157.6627425282486,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502476497914,true,2725.021702306595,1147.8176930618158,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502480499914,true,2735.791061743045,1142.814598281473,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502484564914,true,2732.0060683741676,1143.1110954348576,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502492494914,true,2735.698944720816,1139.282708758546,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502498774914,true,2720.7694037604356,1139.5573278553459,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502500526914,true,2737.1960863391932,1137.080333065575,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502504509914,true,2727.292857592753,1144.6538356237625,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502512500914,true,2734.795917384298,1144.272876750464,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502516477914,true,2749.558035613649,1149.2352031692064,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502520513914,true,2725.0579771749503,1158.3888396872676,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502524524914,true,2711.5602162153114,1157.4421991223053,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502532490914,true,2681.27437417153,1162.5906994609054,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502536510914,true,2663.232653379845,1149.0785636815956,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502540494914,true,2640.2853503946144,1146.911176755612,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502544502914,true,2615.1482477574455,1156.9100254648308,107
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502552495914,true,2636.9077285968624,1175.556323941013,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502556484914,true,2637.5611363136986,1178.392637479772,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502560542914,true,2658.3852341535735,1202.5865942680703,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502564543914,true,2741.9428373148708,1204.0926714539394,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502572541914,true,2895.4292054180423,1197.1139365020615,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502576547914,true,2956.086917872788,1195.8831666070546,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502580518914,true,3001.2971158300306,1200.1695833136055,
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502584504914,true,3034.6555866630397,1236.0420411678845,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502592590914,true,3067.0234334268916,1265.9663323360944,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502596543914,true,3079.5769529471563,1277.3227992087247,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502600531914,true,3098.631313291262,1287.2610555693102,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502604528914,true,3110.5086866948122,1292.2859987721931,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502612516914,true,3112.075388508015,1313.360341109734,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502616492914,true,3119.6498136977234,1315.631285243626,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502620505914,true,3128.3133449066463,1313.0883333700378,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502624494914,true,3129.555960139339,1312.2818891759282,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502632526914,true,3140.856297599499,1320.5769914213847,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502636502914,true,3138.0986843844744,1324.117766393661,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502640536914,true,3122.0627990872126,1331.6103482639137,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502644509914,true,3115.985892160166,1331.0440829185552,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502652584914,true,3078.155698665688,1325.5795817662615,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502656489914,true,3078.0486555371854,1331.3239834546382,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502660508914,true,3061.9777674700076,1334.3291462511088,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502664579914,true,3054.6127885816754,1336.8977586333058,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502672516914,true,3005.997916213829,1353.62144161301,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502676490914,true,2985.2895382886036,1350.2128651524172,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502680503914,true,2987.6805601210604,1339.9171374307507,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502688517914,true,2987.193283932275,1335.7696105527584,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502692499914,true,2968.241318629209,1339.9869307375334,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502696520914,true,2949.9659789365464,1340.454619736254,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502700514914,true,2940.8605766296782,1343.0053807753359,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502708512914,true,2932.2693756181297,1348.6735542416582,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502712530914,true,2928.0396098032784,1351.298234307718,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502716541914,true,2935.542417404353,1348.5697601791733,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502720510914,true,2931.3027267683246,1347.5681405094451,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502728519914,true,2960.3356152877286,1354.3375160698129,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502732544914,true,2966.4831590107324,1356.4769651561435,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502736516914,true,2962.377824422465,1358.648884249011,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502740531914,true,2971.834352067279,1356.8898341075505,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502748533914,true,2965.0193539639754,1351.6454081353243,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502752534914,true,2956.0828650751446,1351.4027913075636,108
21227327-b8d8-4f1a-ac68-5fc6eefe8bf4,54a0deee-23dd-48f4-806e-6fdb519d6a7c,1636035502756502914,true,2960.740369638118,1358.8154093316668,108
